Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,279,,,Cpd 279: 2858.4099,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2859.1588,951.796,1,,,20140420-298.d,20.467,,,5910,,,3,Negative,-3,-3,,2858.4099,,951.796,,100,20.156,,19.903,0.289,,,9,102,,0.06,258109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,280,,,Cpd 280: 5715.8257,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5718.5087,1904.937,5,,,20140420-298.d,20.566,,,25847,,,36,Negative,-3,-9,,5715.8257,,1904.2677,,100,20.158,,19.836,0.307,,,9,102,0.0053,1.16,4900778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,281,,,Cpd 281: 5737.8059,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5740.6369,1912.2624,2,,,20140420-298.d,20.433,,,5926,,,14,Negative,-3,-4,,5737.8059,,1911.5926,,100,20.16,,19.853,0.274,,,9,102,0.013,0.19,791341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,282,,,Cpd 282: 2857.9114,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2859.1718,951.9616,1,,,20140420-298.d,20.467,,,6417,,,4,Negative,-3,-3,,2857.9114,,951.6299,,100,20.163,,19.903,0.283,,,9,102,,0.07,279714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,283,,,Cpd 283: 5475.7398,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5478.2217,1824.9079,6,,,20140420-298.d,20.831,,,17657,,,38,Negative,-3,-8,,5475.7398,,1824.2396,,100,20.394,,20.118,0.282,,,3,103,0.0081,0.74,3131596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,284,,,Cpd 284: 5497.7221,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5500.5189,1832.2336,2,,,20140420-298.d,20.682,,,4364,,,14,Negative,-3,-4,,5497.7221,,1831.5665,,80,20.398,,20.201,0.235,,,3,103,0.003,0.11,455768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,285,,,Cpd 285: 5513.6947,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5515.9797,1837.557,2,,,20140420-298.d,20.599,,,3026,,,11,Negative,-3,-4,,5513.6947,,1836.891,,80,20.404,,20.201,0.216,,,3,103,0.0006,0.06,271497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,286,,,Cpd 286: 5457.7312,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5460.0291,1818.9051,2,,,20140420-298.d,20.682,,,3462,,,12,Negative,-3,-4,,5457.7312,,1818.2337,,80,20.411,,20.201,0.234,,,3,104,0.0161,0.08,324332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,287,,,Cpd 287: 6022.8413,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6024.5005,859.5427,2,,,20140420-298.d,20.583,,,2562,,,9,Negative,-7,-8,,6022.8413,,859.3988,,86.7,20.417,,20.234,0.203,,,3,104,0.0035,0.04,182283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,288,,,Cpd 288: 5490.7591,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5492.2638,1371.9337,1,,,20140420-298.d,20.583,,,1212,,,4,Negative,-4,-4,,5490.7591,,1371.6825,,80,20.418,,20.251,0.202,,,3,104,,0.01,55028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,289,,,Cpd 289: 5489.7597,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5492.1942,1829.5773,1,,,20140420-298.d,20.616,,,2293,,,6,Negative,-3,-3,,5489.7597,,1828.9126,,80,20.426,,20.251,0.203,,,2,105,,0.03,107089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,290,,,Cpd 290: 6021.8550,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6024.4971,1504.9575,4,,,20140420-298.d,20.699,,,8506,,,22,Negative,-3,-6,,6021.855,,1504.458,,100,20.437,,20.151,0.267,,,2,105,0.0136,0.32,1351033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,291,,,Cpd 291: 6044.8440,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6047.3093,1510.7072,1,,,20140420-298.d,20.699,,,3396,,,6,Negative,-4,-4,,6044.844,,1510.2037,,80,20.5,,20.251,0.262,,,1,106,,0.07,275931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,292,,,Cpd 292: 6031.8280,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6033.5224,1507.457,1,,,20140420-298.d,20.699,,,2696,,,4,Negative,-4,-4,,6031.828,,1506.9497,,80,20.534,,20.35,0.212,,,1,107,,0.03,123158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,293,,,Cpd 293: 5802.7585,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5804.4765,1933.915,2,,,20140420-298.d,20.848,,,3568,,,8,Negative,-3,-4,,5802.7585,,1933.2418,,80,20.628,,20.417,0.229,,,2,108,0.0152,0.07,299961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,294,,,Cpd 294: 5780.7840,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5783.2691,1926.5883,7,,,20140420-298.d,21.113,,,15079,,,37,Negative,-3,-9,,5780.784,,1925.92,,100,20.633,,20.334,0.275,,,2,108,0.0075,0.8,3403720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,295,,,Cpd 295: 2881.8893,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2882.7293,1440.4402,1,,,20140420-298.d,20.865,,,2514,,,3,Negative,-2,-2,,2881.8893,,1439.9374,,100,20.652,,20.467,0.231,,,2,109,,0.02,88022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,296,,,Cpd 296: 2882.3943,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2882.8366,1440.1899,1,,,20140420-298.d,20.865,,,2498,,,2,Negative,-2,-2,,2882.3943,,1440.1899,,80,20.659,,20.483,0.233,,,2,109,,0.02,68770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,297,,,Cpd 297: 5818.7323,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5821.1437,1454.1787,2,,,20140420-298.d,20.914,,,3420,,,12,Negative,-3,-4,,5818.7323,,1453.6751,,80,20.67,,20.45,0.229,,,2,110,0.0059,0.09,394990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,298,,,Cpd 298: 6473.7898,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6477.2704,1617.9481,1,,,20140420-298.d,21.047,,,2973,,,8,Negative,-4,-4,,6473.7898,,1617.4402,,80,20.679,,20.45,0.288,,,2,110,,0.07,304375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,299,,,Cpd 299: 3209.9363,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3210.5924,1603.9609,1,,,20140420-298.d,20.881,,,5367,,,3,Negative,-2,-2,,3209.9363,,1603.9609,,85.6,20.718,,20.433,0.264,,,1,111,,0.04,171575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,300,,,Cpd 300: 6444.7977,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6449.8642,1611.6918,1,,,20140420-298.d,21.495,,,4771,,,10,Negative,-4,-4,,6444.7977,,1610.1922,,80,20.875,,20.649,0.437,,,1,112,,0.2,859708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,301,,,Cpd 301: 6454.8771,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6456.3705,1613.2033,1,,,20140420-298.d,21.628,,,3435,,,4,Negative,-4,-4,,6454.8771,,1612.712,,80,20.894,,20.467,0.505,,,2,113,,0.08,321307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,302,,,Cpd 302: 6426.8126,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6431.1125,1606.4453,2,,,20140420-298.d,22.059,,,10062,,,21,Negative,-3,-4,,6426.8126,,1605.6961,,80,20.903,,20.632,0.551,,,2,113,0.0041,0.62,2612667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,303,,,Cpd 303: 6388.8473,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6391.9289,1596.7079,7,,,20140420-298.d,21.876,,,74299,,,57,Negative,-3,-9,,6388.8473,,1596.2072,,100,20.965,,20.55,0.5,,,8,114,0.0149,7.51,31817876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,304,,,Cpd 304: 6407.8066,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6410.6428,914.6772,2,,,20140420-298.d,21.545,,,8565,,,13,Negative,-7,-8,,6407.8066,,914.3937,,100,20.97,,20.649,0.457,,,8,114,0.0014,0.57,2403023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,305,,,Cpd 305: 6404.8201,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6411.1007,1601.9524,1,,,20140420-298.d,21.843,,,21625,,,11,Negative,-4,-4,,6404.8201,,1600.1977,,80,20.973,,20.566,0.634,,,8,114,,1.44,6083471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,306,,,Cpd 306: 6406.7982,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6410.277,1067.2948,1,,,20140420-298.d,21.578,,,6045,,,8,Negative,-6,-6,,6406.7982,,1066.7924,,80,20.974,,20.632,0.534,,,8,114,,0.24,1027318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,307,,,Cpd 307: 323.0513,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,323.4121,322.044,1,,,20140420-298.d,21.263,,,3664,,,3,Negative,-1,-1,,323.0513,,322.044,,87,20.978,,20.5,0.362,,,8,114,,0.03,114779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,308,,,Cpd 308: 329.0522,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,329.1936,328.0449,1,,,20140420-298.d,21.163,,,4246,,,2,Negative,-1,-1,,329.0522,,328.0449,,87,20.98,,20.566,0.331,,,8,114,,0.03,109900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,309,,,Cpd 309: 6405.7921,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6410.5741,1281.1576,1,,,20140420-298.d,21.644,,,3514,,,10,Negative,-5,-5,,6405.7921,,1280.1511,,80,20.983,,20.583,0.545,,,8,114,,0.18,745859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,310,,,Cpd 310: 1927.2717,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1928.0613,481.0558,1,,,20140420-298.d,21.462,,,2246,,,3,Negative,-4,-4,,1927.2717,,480.8106,,87,20.983,,20.666,0.314,,,8,114,,0.02,87650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,311,,,Cpd 311: 6401.8532,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6407.2266,2135.6023,1,,,20140420-298.d,21.76,,,7841,,,9,Negative,-3,-3,,6401.8532,,2132.9438,,80,21,,20.616,0.634,,,1,115,,0.27,1134676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,312,,,Cpd 312: 6411.8332,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6414.5542,2136.6046,1,,,20140420-298.d,21.76,,,9668,,,8,Negative,-3,-3,,6411.8332,,2136.2704,,80,21.02,,20.583,0.669,,,4,116,,0.5,2125835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,313,,,Cpd 313: 409.0187,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,409.2311,408.0114,1,,,20140420-298.d,21.677,,,1975,,,2,Negative,-1,-1,,409.0187,,408.0114,,79.6,21.025,,20.632,0.624,,,4,116,,0.02,70867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,314,,,Cpd 314: 306.0269,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,306.7168,305.0196,1,,,20140420-298.d,21.661,,,2939,,,3,Negative,-1,-1,,306.0269,,305.0196,,79.7,21.027,,20.632,0.478,,,4,116,,0.03,134411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,315,,,Cpd 315: 3208.4146,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3209.3212,1603.2,1,,,20140420-298.d,21.893,,,10732,,,4,Negative,-2,-2,,3208.4146,,1603.2,,80,21.03,,20.45,0.644,,,4,116,,0.23,955889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,316,,,Cpd 316: 973.1378,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,973.4497,485.5616,2,,,20140420-298.d,21.76,,,3286,,,4,Negative,-2,-3,,973.1378,,485.5616,,100,21.04,,20.649,0.54,,,3,117,0,0.04,173839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,317,,,Cpd 317: 347.0626,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,347.2016,346.0554,1,,,20140420-298.d,21.71,,,2268,,,2,Negative,-1,-1,,347.0626,,346.0554,,80,21.047,,20.55,0.644,,,3,117,,0.02,86874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,318,,,Cpd 318: 3207.4110,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3208.287,1068.1297,1,,,20140420-298.d,21.478,,,3417,,,3,Negative,-3,-3,,3207.411,,1068.1297,,100,21.055,,20.749,0.429,,,3,117,,0.05,222786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,319,,,Cpd 319: 345.0471,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,345.1974,344.0398,1,,,20140420-298.d,21.827,,,4006,,,2,Negative,-1,-1,,345.0471,,344.0398,,100,21.064,,20.583,0.616,,,2,118,,0.04,155272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,320,,,Cpd 320: 3207.9143,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3208.7229,1602.9506,2,,,20140420-298.d,21.959,,,13947,,,5,Negative,-2,-3,,3207.9143,,1602.9506,,80,21.068,,20.599,0.657,,,2,118,0.01,0.31,1311049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,321,,,Cpd 321: 1608.2144,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1608.6106,535.0642,1,,,20140420-298.d,21.661,,,2705,,,2,Negative,-3,-3,,1608.2144,,535.0642,,80,21.08,,20.649,0.531,,,2,119,,0.03,145963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,322,,,Cpd 322: 6350.9002,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6353.9934,1587.2219,8,,,20140420-298.d,22.772,,,360735,,,83,Negative,-3,-10,,6350.9002,,1586.721,,84.3,21.089,,20.467,0.601,,,2,119,0.018,47.64,201774848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,323,,,Cpd 323: 6372.8952,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6375.9635,1592.9655,2,,,20140420-298.d,21.993,,,40170,,,15,Negative,-4,-5,,6372.8952,,1592.2165,,80,21.118,,20.55,0.68,,,1,120,0.0097,2.12,8995098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,324,,,Cpd 324: 2124.6282,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2125.4295,2123.6209,1,,,20140420-298.d,21.876,,,15469,,,4,Negative,-1,-1,,2124.6282,,2123.6209,,80,21.142,,20.599,0.683,,,1,121,,0.38,1620856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,325,,,Cpd 325: 2124.9625,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2125.3049,2123.9552,1,,,20140420-298.d,21.959,,,20439,,,2,Negative,-1,-1,,2124.9625,,2123.9552,,80,21.173,,20.599,0.702,,,1,122,,0.35,1493406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,326,,,Cpd 326: 915.6846,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,916.0213,914.6773,1,,,20140420-298.d,21.578,,,5878,,,2,Negative,-1,-1,,915.6846,,914.6773,,81,21.269,,21.18,0.251,,,2,123,,0.03,108349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,327,,,Cpd 327: 329.0521,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,329.1987,328.0448,1,,,20140420-298.d,21.578,,,3696,,,2,Negative,-1,-1,,329.0521,,328.0448,,87,21.275,,21.147,0.287,,,2,123,,0.02,65283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,328,,,Cpd 328: 2132.2888,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2132.6208,2131.2815,1,,,20140420-298.d,21.76,,,4889,,,2,Negative,-1,-1,,2132.2888,,2131.2815,,76.2,21.295,,20.715,0.557,,,1,124,,0.06,251132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,329,,,Cpd 329: 6334.9117,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6337.72,1583.2213,1,,,20140420-298.d,21.71,,,5309,,,7,Negative,-4,-4,,6334.9117,,1582.7207,,100,21.403,,21.03,0.394,,,1,125,,0.15,633308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,330,,,Cpd 330: 6335.9035,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6337.3583,2111.2944,2,,,20140420-298.d,21.71,,,2373,,,8,Negative,-3,-5,,6335.9035,,2110.9629,,100,21.423,,21.147,0.313,,,1,126,0.0263,0.06,239089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,331,,,Cpd 331: 6125.8268,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6128.6034,1530.9514,5,,,20140420-298.d,22.059,,,16954,,,36,Negative,-3,-7,,6125.8268,,1530.4507,,100,21.571,,21.213,0.334,,,1,127,0.0108,0.82,3463208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,332,,,Cpd 332: 6436.8299,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6439.7992,1608.4482,2,,,20140420-298.d,22.026,,,2842,,,15,Negative,-3,-4,,6436.8299,,1608.2006,,80,21.584,,20.682,0.544,,,2,128,0.0038,0.15,638268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,333,,,Cpd 333: 6147.8548,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6150.3891,1536.4471,1,,,20140420-298.d,21.926,,,2855,,,6,Negative,-4,-4,,6147.8548,,1535.9564,,80,21.591,,21.362,0.293,,,2,128,,0.06,240144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,334,,,Cpd 334: 6107.8167,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,6110.444,1526.4507,1,,,20140420-298.d,21.893,,,2704,,,6,Negative,-4,-4,,6107.8167,,1525.9469,,80,21.607,,21.412,0.264,,,2,129,,0.05,192950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
